#t E KE PE
37.105132 -5.600660 0.795885 -6.396545
37.123005 -5.600381 0.800957 -6.401339
37.140879 -5.600336 0.813583 -6.413919
37.158752 -5.600602 0.834027 -6.434629
37.176625 -5.600978 0.858280 -6.459258
37.194499 -5.601221 0.880601 -6.481821
37.212372 -5.601267 0.896832 -6.498099
37.230246 -5.601196 0.905626 -6.506822
37.248119 -5.601127 0.907481 -6.508608
37.265992 -5.601126 0.903180 -6.504306
37.283866 -5.601150 0.893055 -6.494205
37.301739 -5.601115 0.877382 -6.478497
37.319612 -5.600955 0.857394 -6.458349
37.337486 -5.600724 0.835941 -6.436665
37.355359 -5.600590 0.816677 -6.417267
37.373233 -5.600618 0.801948 -6.402566
37.391106 -5.600697 0.791868 -6.392565
37.408979 -5.600683 0.785719 -6.386403
37.426853 -5.600555 0.783832 -6.384387
37.444726 -5.600452 0.787765 -6.388217
37.462599 -5.600550 0.798444 -6.398994
37.480473 -5.600821 0.814168 -6.414989
37.498346 -5.601056 0.830949 -6.432005
37.516220 -5.601099 0.845140 -6.446239
37.534093 -5.600972 0.855606 -6.456578
37.551966 -5.600779 0.863738 -6.464517
37.569840 -5.600646 0.871982 -6.472627
37.587713 -5.600638 0.882106 -6.482744
37.605586 -5.600732 0.894225 -6.494956
37.623460 -5.600858 0.906941 -6.507799
37.641333 -5.600937 0.918382 -6.519320
37.659207 -5.600957 0.927237 -6.528194
37.677080 -5.600921 0.933061 -6.533982
37.694953 -5.600880 0.936068 -6.536947
37.712827 -5.600874 0.936571 -6.537445
37.730700 -5.600886 0.934572 -6.535459
37.748573 -5.600896 0.929837 -6.530733
37.766447 -5.600866 0.922341 -6.523207
37.784320 -5.600781 0.912707 -6.513487
37.802194 -5.600655 0.902377 -6.503032
37.820067 -5.600506 0.893491 -6.493997
37.837940 -5.600388 0.888414 -6.488802
37.855814 -5.600370 0.888946 -6.489317
37.873687 -5.600512 0.895263 -6.495774
37.891561 -5.600792 0.905145 -6.505936
37.909434 -5.601094 0.914364 -6.515459
37.927307 -5.601284 0.918402 -6.519686
37.945181 -5.601303 0.914353 -6.515657
37.963054 -5.601181 0.901843 -6.503023
37.980927 -5.600970 0.882835 -6.483806
37.998801 -5.600717 0.860852 -6.461569
38.016674 -5.600465 0.840202 -6.440667
38.034548 -5.600270 0.825206 -6.425476
38.052421 -5.600248 0.818956 -6.419204
38.070294 -5.600392 0.821996 -6.422388
38.088168 -5.600604 0.832257 -6.432861
38.106041 -5.600802 0.846381 -6.447183
38.123914 -5.600976 0.860916 -6.461893
38.141788 -5.601110 0.872753 -6.473863
38.159661 -5.601171 0.879538 -6.480710
38.177535 -5.601137 0.880192 -6.481329
38.195408 -5.601050 0.875038 -6.476088
38.213281 -5.600924 0.865511 -6.466435
38.231155 -5.600788 0.853719 -6.454507
38.249028 -5.600644 0.842062 -6.442706
38.266901 -5.600560 0.832823 -6.433383
38.284775 -5.600566 0.827507 -6.428072
38.302648 -5.600677 0.826190 -6.426867
38.320522 -5.600840 0.827457 -6.428298
38.338395 -5.600964 0.829151 -6.430115
38.356268 -5.600991 0.829574 -6.430564
38.374142 -5.600930 0.828340 -6.429269
38.392015 -5.600854 0.826265 -6.427119
38.409888 -5.600829 0.824438 -6.425267
38.427762 -5.600861 0.823332 -6.424193
38.445635 -5.600911 0.822686 -6.423596
38.463509 -5.600924 0.822077 -6.423002
38.481382 -5.600944 0.821325 -6.422268
38.499255 -5.601042 0.819999 -6.421041
38.517129 -5.601216 0.816608 -6.417825
38.535002 -5.601327 0.808934 -6.410261
38.552875 -5.601269 0.795688 -6.396957
38.570749 -5.601032 0.778017 -6.379049
38.588622 -5.600731 0.759540 -6.360271
38.606496 -5.600558 0.744613 -6.345171
38.624369 -5.600557 0.736062 -6.336619
38.642242 -5.600621 0.734370 -6.334992
38.660116 -5.600625 0.738865 -6.339490
38.677989 -5.600559 0.749298 -6.349857
38.695863 -5.600496 0.766128 -6.366625
38.713736 -5.600547 0.789507 -6.390054
38.731609 -5.600743 0.817971 -6.418714
38.749483 -5.601026 0.848014 -6.449039
38.767356 -5.601294 0.874933 -6.476226
38.785229 -5.601481 0.894287 -6.495769
38.803103 -5.601515 0.903168 -6.504683
38.820976 -5.601417 0.900934 -6.502350
38.838850 -5.601208 0.889326 -6.490534
38.856723 -5.600968 0.871898 -6.472866
38.874596 -5.600778 0.852824 -6.453603
38.892470 -5.600689 0.835581 -6.436270
38.910343 -5.600709 0.822042 -6.422751
38.928216 -5.600783 0.812368 -6.413151
38.946090 -5.600791 0.805928 -6.406720
38.963963 -5.600748 0.802602 -6.403350
38.981837 -5.600770 0.802655 -6.403425
38.999710 -5.600867 0.805509 -6.406377
39.017583 -5.600926 0.809686 -6.410612
39.035457 -5.600898 0.814092 -6.414990
39.053330 -5.600845 0.818727 -6.419572
39.071203 -5.600832 0.824046 -6.424878
39.089077 -5.600878 0.830035 -6.430914
39.106950 -5.600954 0.835927 -6.436880
39.124824 -5.601074 0.840414 -6.441488
39.142697 -5.601246 0.841614 -6.442859
39.160570 -5.601391 0.837147 -6.438538
39.178444 -5.601360 0.825368 -6.426727
39.196317 -5.601082 0.807251 -6.408333
39.214190 -5.600655 0.787249 -6.387904
39.232064 -5.600322 0.771735 -6.372057
39.249937 -5.600294 0.765463 -6.365757
39.267811 -5.600501 0.768943 -6.369444
39.285684 -5.600723 0.779156 -6.379879
39.303557 -5.600835 0.792410 -6.393245
39.321431 -5.600889 0.806170 -6.407059
39.339304 -5.600962 0.818822 -6.419784
39.357177 -5.601071 0.828765 -6.429836
39.375051 -5.601161 0.834201 -6.435362
39.392924 -5.601158 0.833930 -6.435088
39.410798 -5.601023 0.828314 -6.429337
39.428671 -5.600797 0.819606 -6.420403
39.446544 -5.600595 0.811236 -6.411831
39.464418 -5.600489 0.806350 -6.406839
39.482291 -5.600484 0.806668 -6.407152
39.500165 -5.600569 0.812258 -6.412827
39.518038 -5.600731 0.821753 -6.422485
39.535911 -5.600940 0.832579 -6.433519
39.553785 -5.601114 0.841575 -6.442689
39.571658 -5.601163 0.846237 -6.447400
39.589531 -5.601052 0.845926 -6.446978
39.607405 -5.600823 0.842360 -6.443183
39.625278 -5.600584 0.838991 -6.439576
39.643152 -5.600473 0.839346 -6.439819
39.661025 -5.600555 0.845022 -6.445577
39.678898 -5.600762 0.854872 -6.455634
39.696772 -5.600977 0.865933 -6.466910
39.714645 -5.601128 0.874985 -6.476113
39.732518 -5.601183 0.879717 -6.480899
39.750392 -5.601137 0.879260 -6.480397
39.768265 -5.601043 0.874209 -6.475251
39.786139 -5.600937 0.866054 -6.466991
39.804012 -5.600827 0.856528 -6.457355
39.821885 -5.600666 0.847606 -6.448272
39.839759 -5.600456 0.841939 -6.442395
39.857632 -5.600322 0.842508 -6.442831
39.875505 -5.600407 0.850961 -6.451368
39.893379 -5.600677 0.866003 -6.466680
39.911252 -5.600987 0.883687 -6.484674
39.929126 -5.601179 0.899541 -6.500720
39.946999 -5.601252 0.910532 -6.511784
39.964872 -5.601296 0.915296 -6.516592
39.982746 -5.601353 0.913101 -6.514454
40.000619 -5.601343 0.903468 -6.504811
40.018492 -5.601205 0.886985 -6.488190
40.036366 -5.600985 0.865957 -6.466942
40.054239 -5.600734 0.844051 -6.444785
40.072113 -5.600565 0.825199 -6.425764
40.089986 -5.600529 0.812220 -6.412748
40.107859 -5.600565 0.806090 -6.406656
40.125733 -5.600533 0.806793 -6.407326
40.143606 -5.600451 0.814793 -6.415244
40.161479 -5.600518 0.830711 -6.431228
40.179353 -5.600879 0.852719 -6.453598
40.197226 -5.601326 0.875316 -6.476643
40.215100 -5.601610 0.891867 -6.493477
40.232973 -5.601550 0.898386 -6.499936
40.250846 -5.601118 0.895987 -6.497105
40.268720 -5.600606 0.890869 -6.491474
40.286593 -5.600505 0.889928 -6.490433
40.304466 -5.600814 0.894669 -6.495483
40.322340 -5.601101 0.901063 -6.502164
40.340213 -5.601219 0.904488 -6.505706
40.358087 -5.601238 0.902423 -6.503661
40.375960 -5.601177 0.894217 -6.495395
40.393833 -5.601009 0.880872 -6.481880
40.411707 -5.600751 0.865113 -6.465863
40.429580 -5.600503 0.850799 -6.451302
40.447454 -5.600345 0.841698 -6.442044
40.465327 -5.600315 0.840267 -6.440582
40.483200 -5.600415 0.846928 -6.447343
40.501074 -5.600624 0.859928 -6.460552
40.518947 -5.600877 0.875807 -6.476684
40.536820 -5.601083 0.890492 -6.491575
40.554694 -5.601179 0.900578 -6.501757
40.572567 -5.601174 0.904190 -6.505363
40.590441 -5.601131 0.900960 -6.502091
40.608314 -5.601062 0.891506 -6.492568
40.626187 -5.600984 0.877036 -6.478020
40.644061 -5.600890 0.859136 -6.460025
40.661934 -5.600794 0.839720 -6.440514
40.679807 -5.600649 0.821102 -6.421752
40.697681 -5.600429 0.806342 -6.406771
40.715554 -5.600227 0.799250 -6.399477
40.733428 -5.600232 0.802876 -6.403108
40.751301 -5.600478 0.817114 -6.417592
40.769174 -5.600797 0.838325 -6.439122
40.787048 -5.601057 0.861424 -6.462481
40.804921 -5.601226 0.881866 -6.483093
40.822794 -5.601278 0.896566 -6.497845
40.840668 -5.601185 0.904492 -6.505677
40.858541 -5.601014 0.906793 -6.507807
40.876415 -5.600882 0.905793 -6.506674
40.894288 -5.600814 0.903512 -6.504327
40.912161 -5.600813 0.900985 -6.501799
40.930035 -5.600884 0.898164 -6.499048
40.947908 -5.600995 0.893937 -6.494932
40.965781 -5.601043 0.886756 -6.487798
40.983655 -5.600973 0.875932 -6.476905
41.001528 -5.600824 0.862439 -6.463262
41.019402 -5.600685 0.848363 -6.449048
41.037275 -5.600621 0.835707 -6.436328
41.055148 -5.600630 0.825520 -6.426149
41.073022 -5.600665 0.817878 -6.418543
41.090895 -5.600675 0.812563 -6.413238
41.108768 -5.600654 0.809704 -6.410358
41.126642 -5.600631 0.809877 -6.410508
41.144515 -5.600662 0.813635 -6.414297
41.162389 -5.600767 0.820773 -6.421540
41.180262 -5.600908 0.830008 -6.430915
41.198135 -5.601028 0.839447 -6.440475
41.216009 -5.601108 0.847350 -6.448458
41.233882 -5.601203 0.852294 -6.453497
41.251756 -5.601266 0.852900 -6.454165
41.269629 -5.601244 0.848183 -6.449427
41.287502 -5.601109 0.838415 -6.439523
41.305376 -5.600874 0.825578 -6.426452
41.323249 -5.600599 0.813100 -6.413699
41.341122 -5.600397 0.804841 -6.405238
41.358996 -5.600327 0.803687 -6.404014
41.376869 -5.600412 0.810449 -6.410861
41.394743 -5.600603 0.823614 -6.424218
41.412616 -5.600830 0.839979 -6.440809
41.430489 -5.601013 0.855814 -6.456827
41.448363 -5.601122 0.867960 -6.469082
41.466236 -5.601150 0.874429 -6.475579
41.484109 -5.601081 0.874650 -6.475731
41.501983 -5.600889 0.869750 -6.470639
41.519856 -5.600589 0.862740 -6.463329
41.537730 -5.600303 0.858031 -6.458334
41.555603 -5.600195 0.859698 -6.459893
41.573476 -5.600350 0.869134 -6.469484
41.591350 -5.600666 0.884138 -6.484804
41.609223 -5.600991 0.900056 -6.501047
41.627096 -5.601220 0.911885 -6.513105
41.644970 -5.601305 0.915994 -6.517299
41.662843 -5.601268 0.910854 -6.512122
41.680717 -5.601113 0.897121 -6.498234
41.698590 -5.600881 0.877372 -6.478253
41.716463 -5.600597 0.855582 -6.456179
41.734337 -5.600376 0.836194 -6.436570
41.752210 -5.600323 0.822618 -6.422942
41.770083 -5.600469 0.815730 -6.416199
41.787957 -5.600730 0.813626 -6.414356
41.805830 -5.601008 0.812724 -6.413732
41.823704 -5.601191 0.809373 -6.410564
41.841577 -5.601157 0.801627 -6.402784
41.859450 -5.600883 0.790795 -6.391678
41.877324 -5.600590 0.781254 -6.381844
41.895197 -5.600525 0.777412 -6.377937
41.913070 -5.600586 0.780703 -6.381289
41.930944 -5.600587 0.790346 -6.390934
41.948817 -5.600538 0.805698 -6.406236
41.966691 -5.600568 0.826399 -6.426966
41.984564 -5.600698 0.851202 -6.451900
42.002437 -5.600901 0.877455 -6.478357
42.020311 -5.601120 0.901494 -6.502614
42.038184 -5.601286 0.919568 -6.520854
42.056058 -5.601348 0.928824 -6.530172
42.073931 -5.601269 0.928125 -6.529394
42.091804 -5.601076 0.918513 -6.519589
42.109678 -5.600817 0.902962 -6.503779
42.127551 -5.600584 0.885437 -6.486021
42.145424 -5.600461 0.869581 -6.470042
42.163298 -5.600474 0.857557 -6.458030
42.181171 -5.600588 0.849539 -6.450127
42.199045 -5.600733 0.844125 -6.444859
42.216918 -5.600854 0.839335 -6.440189
42.234791 -5.600877 0.833709 -6.434586
42.252665 -5.600800 0.827091 -6.427891
42.270538 -5.600644 0.820842 -6.421485
42.288411 -5.600431 0.817581 -6.418012
42.306285 -5.600268 0.820451 -6.420719
42.324158 -5.600304 0.831590 -6.431894
42.342032 -5.600546 0.850342 -6.450888
42.359905 -5.600850 0.873119 -6.473969
42.377778 -5.601029 0.895522 -6.496551
42.395652 -5.601027 0.914769 -6.515796
42.413525 -5.601000 0.930279 -6.531279
42.431398 -5.601111 0.941937 -6.543048
42.449272 -5.601310 0.948171 -6.549481
42.467145 -5.601408 0.946487 -6.547895
42.485019 -5.601338 0.935691 -6.537029
42.502892 -5.601143 0.917068 -6.518212
42.520765 -5.600911 0.893803 -6.494714
42.538639 -5.600702 0.869833 -6.470536
42.556512 -5.600566 0.848894 -6.449460
42.574385 -5.600560 0.833514 -6.434074
42.592259 -5.600681 0.824134 -6.424815
42.610132 -5.600810 0.819372 -6.420182
42.628006 -5.600855 0.817512 -6.418367
42.645879 -5.600860 0.817633 -6.418493
42.663752 -5.600916 0.819223 -6.420139
42.681626 -5.601012 0.821345 -6.422357
42.699499 -5.601002 0.822941 -6.423944
42.717372 -5.600852 0.824172 -6.425025
42.735246 -5.600627 0.827132 -6.427759
42.753119 -5.600504 0.834777 -6.435281
42.770993 -5.600606 0.848545 -6.449151
42.788866 -5.600867 0.866649 -6.467516
42.806739 -5.601095 0.885026 -6.486120
42.824613 -5.601173 0.899901 -6.501074
42.842486 -5.601152 0.909381 -6.510533
42.860359 -5.601115 0.913197 -6.514312
42.878233 -5.601098 0.911650 -6.512748
42.896106 -5.601067 0.905125 -6.506191
42.913980 -5.600956 0.894474 -6.495429
42.931853 -5.600775 0.881587 -6.482362
42.949726 -5.600592 0.869334 -6.469926
42.967600 -5.600493 0.860551 -6.461044
42.985473 -5.600534 0.856687 -6.457220
43.003347 -5.600662 0.857205 -6.457868
43.021220 -5.600827 0.860063 -6.460890
43.039093 -5.600958 0.862747 -6.463705
43.056967 -5.601011 0.863247 -6.464258
43.074840 -5.601006 0.860593 -6.461599
43.092713 -5.600961 0.854908 -6.455869
43.110587 -5.600845 0.847256 -6.448101
43.128460 -5.600677 0.839662 -6.440339
43.146334 -5.600508 0.834922 -6.435431
43.164207 -5.600395 0.835792 -6.436187
43.182080 -5.600358 0.844085 -6.444444
43.199954 -5.600447 0.860086 -6.460533
43.217827 -5.600696 0.881938 -6.482634
43.235700 -5.601024 0.905429 -6.506453
43.253574 -5.601308 0.925171 -6.526480
43.271447 -5.601439 0.936542 -6.537981
43.289321 -5.601407 0.937077 -6.538484
43.307194 -5.601238 0.926986 -6.528224
43.325067 -5.600991 0.908758 -6.509748
43.342941 -5.600763 0.886044 -6.486808
43.360814 -5.600605 0.862414 -6.463019
43.378687 -5.600532 0.840516 -6.441047
43.396561 -5.600517 0.821855 -6.422372
43.414434 -5.600536 0.807003 -6.407539
43.432308 -5.600571 0.795935 -6.396506
43.450181 -5.600601 0.788414 -6.389015
43.468054 -5.600610 0.784318 -6.384927
43.485928 -5.600581 0.783811 -6.384392
43.503801 -5.600547 0.787381 -6.387928
43.521674 -5.600546 0.795620 -6.396166
43.539548 -5.600635 0.808557 -6.409193
43.557421 -5.600774 0.825089 -6.425862
43.575295 -5.600809 0.843620 -6.444429
43.593168 -5.600714 0.863798 -6.464512
43.611041 -5.600739 0.886480 -6.487219
43.628915 -5.601084 0.910519 -6.511602
43.646788 -5.601492 0.930843 -6.532335
43.664661 -5.601675 0.941402 -6.543077
43.682535 -5.601599 0.939051 -6.540650
43.700408 -5.601320 0.924719 -6.526039
43.718282 -5.600975 0.902502 -6.503477
43.736155 -5.600730 0.877654 -6.478384
43.754028 -5.600678 0.854174 -6.454852
43.771902 -5.600704 0.833656 -6.434360
43.789775 -5.600652 0.816474 -6.417126
43.807649 -5.600545 0.803486 -6.404031
43.825522 -5.600509 0.795917 -6.396425
43.843395 -5.600571 0.794001 -6.394571
43.861269 -5.600665 0.796590 -6.397255
43.879142 -5.600719 0.802058 -6.402777
43.897015 -5.600704 0.809299 -6.410003
43.914889 -5.600674 0.817972 -6.418646
43.932762 -5.600664 0.828130 -6.428795
43.950636 -5.600695 0.839651 -6.440346
43.968509 -5.600759 0.851848 -6.452607
43.986382 -5.600852 0.863487 -6.464340
44.004256 -5.600953 0.873024 -6.473976
44.022129 -5.601061 0.878847 -6.479909
44.040002 -5.601171 0.879390 -6.480562
44.057876 -5.601261 0.873225 -6.474487
44.075749 -5.601259 0.859573 -6.460833
44.093623 -5.601127 0.839128 -6.440255
44.111496 -5.600904 0.814490 -6.415394
44.129369 -5.600694 0.789499 -6.390194
44.147243 -5.600562 0.767848 -6.368410
44.165116 -5.600501 0.752120 -6.352621
44.182989 -5.600488 0.743635 -6.344123
44.200863 -5.600509 0.742733 -6.343242
44.218736 -5.600575 0.749003 -6.349578
44.236610 -5.600751 0.760932 -6.361683
44.254483 -5.600992 0.775470 -6.376462
44.272356 -5.601186 0.788723 -6.389908
44.290230 -5.601229 0.797664 -6.398892
44.308103 -5.601093 0.801562 -6.402655
44.325976 -5.600822 0.802327 -6.403149
44.343850 -5.600515 0.803872 -6.404388
44.361723 -5.600343 0.810453 -6.410796
44.379597 -5.600416 0.824279 -6.424695
44.397470 -5.600656 0.844079 -6.444735
44.415343 -5.600913 0.865962 -6.466875
44.433217 -5.601074 0.885630 -6.486705
44.451090 -5.601100 0.900148 -6.501249
44.468963 -5.601046 0.908463 -6.509509
44.486837 -5.600963 0.910929 -6.511892
44.504710 -5.600872 0.908602 -6.509475
44.522584 -5.600798 0.902755 -6.503554
44.540457 -5.600721 0.894766 -6.495487
44.558330 -5.600642 0.886156 -6.486798
44.576204 -5.600580 0.878460 -6.479040
44.594077 -5.600518 0.873090 -6.473608
44.611950 -5.600458 0.871329 -6.471787
44.629824 -5.600441 0.874220 -6.474661
44.647697 -5.600499 0.881992 -6.482491
44.665571 -5.600626 0.893650 -6.494276
44.683444 -5.600785 0.907180 -6.507965
44.701317 -5.600944 0.919970 -6.520914
44.719191 -5.601065 0.929402 -6.530466
44.737064 -5.601077 0.933640 -6.534717
44.754938 -5.600962 0.932495 -6.533457
44.772811 -5.600771 0.927708 -6.528480
44.790684 -5.600599 0.922122 -6.522721
44.808558 -5.600519 0.918306 -6.518825
44.826431 -5.600556 0.917471 -6.518027
44.844304 -5.600680 0.919136 -6.519816
44.862178 -5.600830 0.921596 -6.522426
44.880051 -5.600929 0.922860 -6.523790
44.897925 -5.600937 0.921695 -6.522632
44.915798 -5.600836 0.918329 -6.519164
44.933671 -5.600668 0.914552 -6.515220
44.951545 -5.600526 0.913008 -6.513535
44.969418 -5.600528 0.915752 -6.516280
44.987291 -5.600688 0.922793 -6.523481
45.005165 -5.600915 0.931786 -6.532701
45.023038 -5.601074 0.939347 -6.540422
45.040912 -5.601100 0.942929 -6.544029
45.058785 -5.601035 0.941709 -6.542744
45.076658 -5.600919 0.936340 -6.537259
45.094532 -5.600787 0.928377 -6.529164
45.112405 -5.600670 0.919764 -6.520434
45.130278 -5.600641 0.912116 -6.512758
45.148152 -5.600722 0.905852 -6.506574
45.166025 -5.600883 0.899782 -6.500665
45.183899 -5.601018 0.891737 -6.492755
45.201772 -5.601032 0.879975 -6.481007
45.219645 -5.600901 0.864471 -6.465372
45.237519 -5.600677 0.847334 -6.448012
45.255392 -5.600458 0.832065 -6.432523
45.273265 -5.600377 0.821899 -6.422276
45.291139 -5.600470 0.818196 -6.418666
45.309012 -5.600678 0.819828 -6.420506
45.326886 -5.600886 0.823933 -6.424820
45.344759 -5.600989 0.827587 -6.428576
45.362632 -5.600930 0.829380 -6.430310
45.380506 -5.600779 0.829983 -6.430763
45.398379 -5.600675 0.831237 -6.431912
45.416252 -5.600718 0.834361 -6.435079
45.434126 -5.600884 0.838696 -6.439580
45.451999 -5.601065 0.841949 -6.443014
45.469873 -5.601165 0.841564 -6.442729
45.487746 -5.601140 0.836128 -6.437267
45.505619 -5.601006 0.826073 -6.427079
45.523493 -5.600800 0.813614 -6.414415
45.541366 -5.600614 0.801984 -6.402597
45.559240 -5.600531 0.794206 -6.394737
45.577113 -5.600592 0.791830 -6.392422
45.594986 -5.600767 0.794226 -6.394993
45.612860 -5.600940 0.799122 -6.400062
45.630733 -5.601008 0.804136 -6.405143
45.648606 -5.600958 0.808233 -6.409191
45.666480 -5.600889 0.811894 -6.412783
45.684353 -5.600883 0.815998 -6.416881
45.702227 -5.600941 0.820601 -6.421541
45.720100 -5.600993 0.824912 -6.425905
45.737973 -5.600991 0.828243 -6.429234
45.755847 -5.600940 0.830676 -6.431616
45.773720 -5.600881 0.833019 -6.433900
45.791593 -5.600849 0.836292 -6.437141
45.809467 -5.600907 0.840986 -6.441893
45.827340 -5.601054 0.846369 -6.447422
45.845214 -5.601207 0.850551 -6.451758
45.863087 -5.601292 0.851534 -6.452825
45.880960 -5.601301 0.848221 -6.449522
45.898834 -5.601210 0.840782 -6.441992
45.916707 -5.601000 0.830888 -6.431888
45.934580 -5.600737 0.821786 -6.422523
45.952454 -5.600589 0.817155 -6.417744
45.970327 -5.600625 0.818960 -6.419584
45.988201 -5.600758 0.826467 -6.427226
46.006074 -5.600886 0.837275 -6.438161
46.023947 -5.600979 0.848770 -6.449749
46.041821 -5.601037 0.858868 -6.459906
46.059694 -5.601088 0.866053 -6.467141
46.077567 -5.601143 0.869177 -6.470319
46.095441 -5.601189 0.867331 -6.468520
46.113314 -5.601163 0.860117 -6.461280
46.131188 -5.601025 0.848338 -6.449363
46.149061 -5.600847 0.834341 -6.435188
46.166934 -5.600796 0.820938 -6.421734
46.184808 -5.600942 0.809204 -6.410146
46.202681 -5.601098 0.797753 -6.398851
46.220554 -5.601026 0.785122 -6.386148
46.238428 -5.600714 0.772684 -6.373397
46.256301 -5.600390 0.764797 -6.365188
46.274175 -5.600303 0.765850 -6.366153
46.292048 -5.600473 0.776999 -6.377472
46.309921 -5.600720 0.795821 -6.396541
46.327795 -5.600941 0.818370 -6.419311
46.345668 -5.601148 0.840693 -6.441841
